record,prow,pcol,harvester,checks,plot,bloc,entry,r_expt,r_location,loccode,loc,year1,name,source,identity1,v_desc,selection,pedigree,growthstag,headcode,htcm,MicroSD,mmbran,mmch,mmflour,mmmids,notes,notes2,plotlen,plotwid,ppass,ppo,twtg,yieldg,ROI Label,Group,Name,Area of Ground,Area of Plant,Total ROI Area,% Ground Cover,% Plant Cover
86,23,5,0,0,2086,1,70,19 F5-1 LIND,Lind,LIN,2,2019,14X1115-0-0-20,,14X1115,,-20,(WA008134/X070036-0-0-47C),47,cbw,79,0.5,4.58,2,4.74,11.1,,,370.84,5.5,,M,.,1310,E05,19 F5-1,2086,1280,1791,3071,0.417,0.583
87,24,5,0,0,2087,1,113,19 F5-1 LIND,Lind,LIN,2,2019,ARS Crescent,,,,,Dusty//MDN sib/Dusty///WA7665/RULO,45,cbw,90,0.9,3.76,3,5.42,10.6,,,358.14,5.5,,D,60.23,2560,D05,19 F5-1,2087,571,2500,3071,0.186,0.814
88,25,5,0,0,2088,1,55,19 F5-1 LIND,Lind,LIN,2,2019,14X1082-0-0-12,,14X1082,,-12,(X06137-2C/HS00162-5L-3),47,caw,82,1.5,4.02,4,5.01,11.2,,,353.06,5.5,,M,59.57,1720,C05,19 F5-1,2088,57,3014,3071,0.019,0.981
89,26,5,0,0,2089,1,51,19 F5-1 LIND,Lind,LIN,2,2019,14X1098-0-0-54,,14X1098,,#NAME?,(X070070-0-0-22L/X070036-0-0-51C),47,cbw,75,0.5,4.81,1,4.42,10.9,,,350.52,5.5,,M,57.88,1830,B05,19 F5-1,2089,1256,1815,3071,0.409,0.591
90,27,5,0,0,2090,1,89,19 F5-1 LIND,Lind,LIN,2,2019,14X1115-0-0-58,,14X1115,,-58,(WA008134/X070036-0-0-47C),43,cbw,82,1.3,4.13,2,5.11,10.9,,,370.84,5.5,,M,61.63,1760,A05,19 F5-1,2090,1154,1917,3071,0.376,0.624
91,27,6,0,0,2091,1,118,19 F5-1 LIND,Lind,LIN,2,2019,SY Banks,,,,,,47,lbw,85,2,3.19,3,4.05,10.7,,,373.38,5.5,,L,60.45,2160,A06,19 F5-1,2091,1359,1712,3071,0.443,0.557
92,26,6,0,0,2092,1,41,19 F5-1 LIND,Lind,LIN,2,2019,14X1098-0-0-18,,14X1098,,#NAME?,(X070070-0-0-22L/X070036-0-0-51C),45,cbw,74,0.9,3.59,4,5.4,8.94,,,360.68,5.5,,L,59.23,2060,B06,19 F5-1,2092,342,2729,3071,0.111,0.889
93,25,6,0,0,2093,1,42,19 F5-1 LIND,Lind,LIN,2,2019,14X1098-0-0-30,,14X1098,,#NAME?,(X070070-0-0-22L/X070036-0-0-51C),47,cbw,76,0.6,4.4,1,4.22,12,,,360.68,5.5,,M,59.73,1920,C06,19 F5-1,2093,924,2147,3071,0.301,0.699
94,24,6,0,0,2094,1,86,19 F5-1 LIND,Lind,LIN,2,2019,14X1115-0-0-53,,14X1115,,-53,(WA008134/X070036-0-0-47C),47,cbw,70,1.3,3.66,2,4.93,9.03,,,347.98,5.5,,M,.,1400,D06,19 F5-1,2094,1226,1845,3071,0.399,0.601
95,23,6,0,0,2095,1,94,19 F5-1 LIND,Lind,LIN,2,2019,14X1115-0-0-68,,14X1115,,-68,(WA008134/X070036-0-0-47C),47,cbw,80,1.5,4.33,3,5.45,10.5,,,355.6,5.5,,L,.,1320,E06,19 F5-1,2095,445,2626,3071,0.145,0.855
96,22,6,0,0,2096,1,44,19 F5-1 LIND,Lind,LIN,2,2019,14X1098-0-0-34,,14X1098,,#NAME?,(X070070-0-0-22L/X070036-0-0-51C),47,cbw,77,0.7,4.15,4,5.66,10.6,,,381,5.5,,M,60.42,1980,F06,19 F5-1,2096,641,2430,3071,0.209,0.791
97,21,6,0,0,2097,1,73,19 F5-1 LIND,Lind,LIN,2,2019,14X1115-0-0-25,,14X1115,,-25,(WA008134/X070036-0-0-47C),47,cbw,85,0.8,4.9,1,4.29,12.4,,,340.36,5.5,,M,61.2,1890,G06,19 F5-1,2097,469,2602,3071,0.153,0.847
98,20,6,0,0,2098,1,123,19 F5-1 LIND,Lind,LIN,2,2019,Jasper,2019 Freeze Test,WA 8169,SWW,,J950081-0001/Brundage 96 - 2,45,lbw,80,3.6,3.17,2,4.47,7.74,,,378.46,5.5,,L,60.54,1710,H06,19 F5-1,2098,363,2708,3071,0.118,0.882
99,19,6,0,0,2099,1,109,19 F5-1 LIND,Lind,LIN,2,2019,14X1053-0-0-20,,14X1053,,-20,(X010746-4C/SY OVATION),43,cbw,88,2.2,3.58,3,4.81,10.4,,,335.28,5.5,,M,.,1310,I06,19 F5-1,2099,384,2687,3071,0.125,0.875
100,18,6,0,0,2100,1,21,19 F5-1 LIND,Lind,LIN,2,2019,14X1054-0-0-9,,14X1054,,-9,(X010817-4L/X06141-8C),49,caw,73,1.8,4.31,4,5.21,11.2,,,370.84,5.5,,M,60.57,1840,J06,19 F5-1,2100,961,2110,3071,0.313,0.687
101,17,6,0,0,2101,1,5,19 F5-1 LIND,Lind,LIN,2,2019,14X1085-0-0-34,,14X1085,,-2-C-0-0-34,(X06141-2C/04-10001A),41,cbw,75,1.8,3.73,1,3.19,11.4,,,360.68,5.5,,D,62.28,1720,K06,19 F5-1,2101,365,2706,3071,0.119,0.881
102,16,6,0,0,2102,1,115,19 F5-1 LIND,Lind,LIN,2,2019,BRUEHL,2019 SW Winter ALM,SNP1275,WC,,UNA(NS1971)/5/Oasis/4/Luke//Itana/,43,cbw,85,2.4,2.98,2,4.18,8.84,,,347.98,5.5,,L,60.13,2050,L06,19 F5-1,2102,1205,1866,3071,0.392,0.608
103,15,6,0,0,2103,1,92,19 F5-1 LIND,Lind,LIN,2,2019,14X1115-0-0-64,,14X1115,,-64,(WA008134/X070036-0-0-47C),43,cbw,87,0.8,3.37,3,4.11,8.49,,,342.9,5.5,,M,61.62,1900,M06,19 F5-1,2103,905,2166,3071,0.295,0.705
104,14,6,0,0,2104,1,77,19 F5-1 LIND,Lind,LIN,2,2019,14X1115-0-0-31,,14X1115,,-31,(WA008134/X070036-0-0-47C),45,cbw,90,1.2,3.97,4,5.53,11.4,,,373.38,5.5,,L,62.14,1990,N06,19 F5-1,2104,807,2264,3071,0.263,0.737
105,13,6,0,0,2105,1,61,19 F5-1 LIND,Lind,LIN,2,2019,14X1082-0-0-27,,14X1082,,-27,(X06137-2C/HS00162-5L-3),43,cbw,83,1.4,5.04,1,2.93,12.9,,,378.46,5.5,,M,62.17,2300,O06,19 F5-1,2105,593,2478,3071,0.193,0.807
106,12,6,0,0,2106,1,124,19 F5-1 LIND,Lind,LIN,2,2019,Pritchett,16 SOFT ELITE ADV DIS,4J071366-1,17 Soft Elite,,3J030235-1//Bruehl -1 -4,45,cbw,85,1.4,3.71,2,4.58,10.4,,,368.3,5.5,,M,61.54,2310,P06,19 F5-1,2106,552,2519,3071,0.18,0.82
107,11,6,0,0,2107,1,81,19 F5-1 LIND,Lind,LIN,2,2019,14X1115-0-0-48,,14X1115,,-48,(WA008134/X070036-0-0-47C),45,cbw,73,1.2,4.48,3,4.93,11.6,,,335.28,5.5,,L,61.07,1540,Q06,19 F5-1,2107,56,3015,3071,0.018,0.982
108,10,6,0,0,2108,1,33,19 F5-1 LIND,Lind,LIN,2,2019,14X1054-0-0-61,,14X1054,,-61,(X010817-4L/X06141-8C),49,caw,83,2,4.23,4,4.76,10.8,,,368.3,5.5,,L,60.19,1900,R06,19 F5-1,2108,743,2328,3071,0.242,0.758
109,10,7,0,0,2109,1,16,19 F5-1 LIND,Lind,LIN,2,2019,14X1054-0-0-1,,14X1054,,-1,(X010817-4L/X06141-8C),49,caw,80,2.9,4.59,1,3.92,12.4,,,368.3,5.5,,M,59.93,1900,R07,19 F5-1,2109,1580,1491,3071,0.514,0.486
110,11,7,0,0,2110,1,32,19 F5-1 LIND,Lind,LIN,2,2019,14X1054-0-0-60,,14X1054,,-60,(X010817-4L/X06141-8C),47,caw,85,2.5,3.6,2,5.02,10,,,340.36,5.5,,M,61.77,1880,Q07,19 F5-1,2110,334,2737,3071,0.109,0.891
111,12,7,0,0,2111,1,22,19 F5-1 LIND,Lind,LIN,2,2019,14X1054-0-0-10,,14X1054,,-10,(X010817-4L/X06141-8C),49,caw,82,2,4.09,3,5.38,10.8,,,370.84,5.5,,M,59.62,2060,P07,19 F5-1,2111,415,2656,3071,0.135,0.865
112,13,7,0,0,2112,1,34,19 F5-1 LIND,Lind,LIN,2,2019,14X1054-0-0-62,,14X1054,,-62,(X010817-4L/X06141-8C),47,caw,85,2.6,4.08,4,5.83,10.5,,,378.46,5.5,,L,59.81,1580,O07,19 F5-1,2112,1215,1856,3071,0.396,0.604
113,14,7,0,0,2113,1,124,19 F5-1 LIND,Lind,LIN,2,2019,Pritchett,16 SOFT ELITE ADV DIS,4J071366-1,17 Soft Elite,,3J030235-1//Bruehl -1 -4,45,cbw,90,1.1,3.46,1,3.4,10.5,,,368.3,5.5,,M,60.59,2430,N07,19 F5-1,2113,2212,859,3071,0.72,0.28
114,15,7,0,0,2114,1,107,19 F5-1 LIND,Lind,LIN,2,2019,14X1053-0-0-15,,14X1053,,-15,(X010746-4C/SY OVATION),45,cbw,87,1.7,3.72,2,4.69,10.6,,,350.52,5.5,,M,61.31,1880,M07,19 F5-1,2114,849,2222,3071,0.276,0.724
115,16,7,0,0,2115,1,116,19 F5-1 LIND,Lind,LIN,2,2019,LCS-HULK,,,,,,47,lbw,80,4.4,3.94,3,4.5,10.4,,,350.52,5.5,,M,60.89,1940,L07,19 F5-1,2115,217,2854,3071,0.071,0.929
116,17,7,0,0,2116,1,49,19 F5-1 LIND,Lind,LIN,2,2019,14X1098-0-0-48,,14X1098,,#NAME?,(X070070-0-0-22L/X070036-0-0-51C),45,cbw,78,0.8,4.34,4,5.76,10.8,,,363.22,5.5,,D,61.5,2020,K07,19 F5-1,2116,204,2867,3071,0.066,0.934
117,18,7,0,0,2117,1,28,19 F5-1 LIND,Lind,LIN,2,2019,14X1054-0-0-32,,14X1054,,-32,(X010817-4L/X06141-8C),47,caw,73,2.7,4.4,1,3.58,12.1,,,363.22,5.5,,D,60.26,1890,J07,19 F5-1,2117,728,2343,3071,0.237,0.763
118,19,7,0,0,2118,1,123,19 F5-1 LIND,Lind,LIN,2,2019,Jasper,2019 Freeze Test,WA 8169,SWW,,J950081-0001/Brundage 96 - 2,45,lbw,78,3.1,3.23,2,4.11,7.55,,,342.9,5.5,,M,.,1360,I07,19 F5-1,2118,66,3005,3071,0.021,0.979
119,20,7,0,0,2119,1,62,19 F5-1 LIND,Lind,LIN,2,2019,14X1082-0-0-34,,14X1082,,-34,(X06137-2C/HS00162-5L-3),47,cbw,85,1.6,4.15,3,4.45,11.6,,,383.54,5.5,,L,60.42,1820,H07,19 F5-1,2119,282,2789,3071,0.092,0.908
120,21,7,0,0,2120,1,53,19 F5-1 LIND,Lind,LIN,2,2019,14X1082-0-0-7,,14X1082,,-7,(X06137-2C/HS00162-5L-3),47,cbw,80,1.1,4.31,4,6.37,9.94,,,325.12,5.5,,M,60.2,1570,G07,19 F5-1,2120,1,3070,3071,0,1
121,22,7,0,0,2121,1,121,19 F5-1 LIND,Lind,LIN,2,2019,14X1053-0-0-33,,14X1053,,-33,(X010746-4C/SY OVATION),45,cbw,90,1.7,4.33,1,3.61,11.5,,,368.3,5.5,,M,61.39,2110,F07,19 F5-1,2121,27,3044,3071,0.009,0.991
122,23,7,0,0,2122,1,75,19 F5-1 LIND,Lind,LIN,2,2019,14X1115-0-0-28,,14X1115,,-28,(WA008134/X070036-0-0-47C),47,cbw,80,0.4,4.14,2,5.06,10.2,,,355.6,5.5,,L,.,1430,E07,19 F5-1,2122,321,2750,3071,0.105,0.895
123,24,7,0,0,2123,1,85,19 F5-1 LIND,Lind,LIN,2,2019,14X1115-0-0-52,,14X1115,,-52,(WA008134/X070036-0-0-47C),45,cbw,93,0.5,3.88,3,4.23,9.95,,,358.14,5.5,,L,60.67,1640,D07,19 F5-1,2123,385,2686,3071,0.125,0.875
124,25,7,0,0,2124,1,9,19 F5-1 LIND,Lind,LIN,2,2019,14X1085-0-0-59,,14X1085,,-2-C-0-0-59,(X06141-2C/04-10001A),45,cbaw,68,2.8,4.09,4,5.44,10.6,,,350.52,5.5,,D,60.75,1560,C07,19 F5-1,2124,44,3027,3071,0.014,0.986
125,26,7,0,0,2125,1,60,19 F5-1 LIND,Lind,LIN,2,2019,14X1082-0-0-25,,14X1082,,-25,(X06137-2C/HS00162-5L-3),45,cbw,85,0.8,4.56,1,4,12.7,,,373.38,5.5,,M,61.75,2080,B07,19 F5-1,2125,570,2501,3071,0.186,0.814
126,27,7,0,0,2126,1,66,19 F5-1 LIND,Lind,LIN,2,2019,14X1115-0-0-7,,14X1115,,-7,(WA008134/X070036-0-0-47C),47,cbw,75,0.6,3.81,2,5.24,9.06,,,358.14,5.5,,M,60.45,1780,A07,19 F5-1,2126,516,2555,3071,0.168,0.832
127,27,8,0,0,2127,1,78,19 F5-1 LIND,Lind,LIN,2,2019,14X1115-0-0-37,,14X1115,,-37,(WA008134/X070036-0-0-47C),45,cbw,80,1.2,5.01,3,5.47,11.6,,,368.3,5.5,,L,59.76,1520,A08,19 F5-1,2127,549,2522,3071,0.179,0.821
128,26,8,0,0,2128,1,71,19 F5-1 LIND,Lind,LIN,2,2019,14X1115-0-0-21,,14X1115,,-21,(WA008134/X070036-0-0-47C),47,cbw,75,0.6,4.3,4,6.43,10.6,,,381,5.5,,M,60.37,1860,B08,19 F5-1,2128,1485,1586,3071,0.484,0.516
129,25,8,0,0,2129,1,6,19 F5-1 LIND,Lind,LIN,2,2019,14X1085-0-0-36,,14X1085,,-2-C-0-0-36,(X06141-2C/04-10001A),43,cbw,65,1.3,4.4,1,3.29,12.8,,,347.98,5.5,,D,.,1420,C08,19 F5-1,2129,587,2484,3071,0.191,0.809
130,24,8,0,0,2130,1,117,19 F5-1 LIND,Lind,LIN,2,2019,Otto,2019 Freeze Test,Otto,SWW,,Eltan//Madsen/Eltan///Eltan,41,lbw,80,4.7,3.95,2,4.97,10.1,,,355.6,5.5,,L,61.2,1880,D08,19 F5-1,2130,1193,1878,3071,0.388,0.612
131,23,8,0,0,2131,1,8,19 F5-1 LIND,Lind,LIN,2,2019,14X1085-0-0-58,,14X1085,,-2-C-0-0-58,(X06141-2C/04-10001A),47,cbaw,78,1.1,4.19,3,4.86,11.5,,,350.52,5.5,,D,61.81,1770,E08,19 F5-1,2131,713,2358,3071,0.232,0.768
132,22,8,0,0,2132,1,1,19 F5-1 LIND,Lind,LIN,2,2019,14X1085-0-0-8,,14X1085,,-2-C-0-0-8,(X06141-2C/04-10001A),45,cbw,78,1.3,3.98,4,5.06,11.1,,,378.46,5.5,,M,61.7,2070,F08,19 F5-1,2132,16,3055,3071,0.005,0.995
133,21,8,0,0,2133,1,98,19 F5-1 LIND,Lind,LIN,2,2019,14X1115-0-0-77,,14X1115,,-77,(WA008134/X070036-0-0-47C),47,cbw,92,0.4,4.44,1,3.88,12.7,,,342.9,5.5,,M,61.73,2380,G08,19 F5-1,2133,140,2931,3071,0.046,0.954
134,20,8,0,0,2134,1,76,19 F5-1 LIND,Lind,LIN,2,2019,14X1115-0-0-29,,14X1115,,-29,(WA008134/X070036-0-0-47C),45,cbw,78,0.6,4.35,2,5.19,10.8,,,378.46,5.5,,M,.,1240,H08,19 F5-1,2134,75,2996,3071,0.024,0.976
135,19,8,0,0,2135,1,123,19 F5-1 LIND,Lind,LIN,2,2019,Jasper,2019 Freeze Test,WA 8169,SWW,,J950081-0001/Brundage 96 - 2,43,lbw,74,2.9,3.66,3,4.84,8.68,,,345.44,5.5,,L,.,1180,I08,19 F5-1,2135,582,2489,3071,0.19,0.81
136,18,8,0,0,2136,1,93,19 F5-1 LIND,Lind,LIN,2,2019,14X1115-0-0-66,,14X1115,,-66,(WA008134/X070036-0-0-47C),47,cbw,78,0.5,4.13,4,5.94,10.1,,,381,5.5,,M,.,1390,J08,19 F5-1,2136,945,2126,3071,0.308,0.692
137,17,8,0,0,2137,1,13,19 F5-1 LIND,Lind,LIN,2,2019,14X1085-0-0-90,,14X1085,,-2-C-0-0-90,(X06141-2C/04-10001A),45,cbw,67,2,3.53,1,3.54,11.6,,,363.22,5.5,,M,61.3,1660,K08,19 F5-1,2137,1203,1868,3071,0.392,0.608
138,16,8,0,0,2138,1,74,19 F5-1 LIND,Lind,LIN,2,2019,14X1115-0-0-26,,14X1115,,-26,(WA008134/X070036-0-0-47C),47,cbw,80,1.3,4.12,2,5.56,10.5,,,350.52,5.5,,M,61.22,1520,L08,19 F5-1,2138,324,2747,3071,0.106,0.894
139,15,8,0,0,2139,1,79,19 F5-1 LIND,Lind,LIN,2,2019,14X1115-0-0-41,,14X1115,,-41,(WA008134/X070036-0-0-47C),43,cbw,90,1.1,3.52,3,5.1,10.7,,,335.28,5.5,,M,61.66,1570,M08,19 F5-1,2139,48,3023,3071,0.016,0.984
140,14,8,0,0,2140,1,119,19 F5-1 LIND,Lind,LIN,2,2019,SY Command,,,,,,47,lbw,82,2.5,3.48,4,5.09,9.77,,,375.92,5.5,,D,59.32,2460,N08,19 F5-1,2140,633,2438,3071,0.206,0.794
141,13,8,0,0,2141,1,20,19 F5-1 LIND,Lind,LIN,2,2019,14X1054-0-0-6,,14X1054,,-6,(X010817-4L/X06141-8C),47,caw,85,2.4,3.8,1,4.35,10.3,,,386.08,5.5,,M,59.95,2120,O08,19 F5-1,2141,1026,2045,3071,0.334,0.666
142,12,8,0,0,2142,1,84,19 F5-1 LIND,Lind,LIN,2,2019,14X1115-0-0-51,,14X1115,,-51,(WA008134/X070036-0-0-47C),50,cbw,93,0.6,3.11,2,5.33,9.43,,,373.38,5.5,,M,60.84,2560,P08,19 F5-1,2142,1692,1379,3071,0.551,0.449
143,11,8,0,0,2143,1,39,19 F5-1 LIND,Lind,LIN,2,2019,14X1098-0-0-8,,14X1098,,#NAME?,(X070070-0-0-22L/X070036-0-0-51C),47,cbw,92,0.3,3.67,3,6.02,10.6,,,363.22,5.5,,M,60.62,2010,Q08,19 F5-1,2143,374,2697,3071,0.122,0.878
144,10,8,0,0,2144,1,124,19 F5-1 LIND,Lind,LIN,2,2019,Pritchett,16 SOFT ELITE ADV DIS,4J071366-1,17 Soft Elite,,3J030235-1//Bruehl -1 -4,45,cbw,90,0.9,3.04,4,6.2,9.4,,,345.44,5.5,,M,60.81,2130,R08,19 F5-1,2144,1801,1270,3071,0.586,0.414
145,10,9,0,0,2201,1,122,19 F5-2 LIND,Lind,LIN,2,2019,14X1118-0-0-28,,14X1118,,-28,(WA8142/X20060121-0-37C),51,cbw,80,1.5,4.86,1,3.28,13.9,,,355.6,5.5,,M,.,1110,R01,19 F5-2,2201,1693,1378,3071,0.551,0.449
146,11,9,0,0,2202,1,31,19 F5-2 LIND,Lind,LIN,2,2019,14X1053-0-0-106,,14X1053,,-106,(X010746-4C/SY OVATION),45,cbw,99,1,2.89,2,3.85,8.32,,,350.52,5.5,,D,60.05,1990,Q01,19 F5-2,2202,2295,776,3071,0.747,0.253
147,12,9,0,0,2203,1,48,19 F5-2 LIND,Lind,LIN,2,2019,14X1053-0-0-142,,14X1053,,-142,(X010746-4C/SY OVATION),43,cbw,85,0.7,3.07,3,4.02,9.52,,,375.92,5.5,,M,61.04,2250,P01,19 F5-2,2203,1824,1247,3071,0.594,0.406
148,13,9,0,0,2204,1,111,19 F5-2 LIND,Lind,LIN,2,2019,14X1118-0-0-22,,14X1118,,-22,(WA8142/X20060121-0-37C),50,caw,80,2.3,4.72,4,5.09,11.4,,,393.7,5.5,,M,59.39,1740,O01,19 F5-2,2204,2139,932,3071,0.697,0.303
149,14,9,0,0,2205,1,96,19 F5-2 LIND,Lind,LIN,2,2019,14X1027-0-0-112,,14X1027,,-112,(Hyak/HS00162-25L-6),45,cbw,95,2.5,4.44,1,4.36,10.9,,,360.68,5.5,,M,60.63,1910,N01,19 F5-2,2205,1283,1788,3071,0.418,0.582
150,15,9,0,0,2206,1,80,19 F5-2 LIND,Lind,LIN,2,2019,14X1027-0-0-39,,14X1027,,-39,(Hyak/HS00162-25L-6),41,cbw,74,1.6,3.62,2,5.06,9.25,,,332.74,5.5,,M,.,1080,M01,19 F5-2,2206,1354,1717,3071,0.441,0.559
151,16,9,0,0,2207,1,59,19 F5-2 LIND,Lind,LIN,2,2019,14X1053-0-0-162,,14X1053,,-162,(X010746-4C/SY OVATION),45,cbw,92,1.5,3.73,3,5.34,11,,,342.9,5.5,,M,60.93,2010,L01,19 F5-2,2207,643,2428,3071,0.209,0.791
152,17,9,0,0,2208,1,27,19 F5-2 LIND,Lind,LIN,2,2019,14X1053-0-0-93,,14X1053,,-93,(X010746-4C/SY OVATION),43,cbw,81,1.5,3.7,4,5.92,10.9,,,368.3,5.5,,M,61.29,2040,K01,19 F5-2,2208,776,2295,3071,0.253,0.747
153,18,9,0,0,2209,1,119,19 F5-2 LIND,Lind,LIN,2,2019,SY Command,,,,,,47,lbw,80,2,3.98,1,3.75,11.2,,,363.22,5.5,,D,59.44,2040,J01,19 F5-2,2209,179,2892,3071,0.058,0.942
154,19,9,0,0,2210,1,68,19 F5-2 LIND,Lind,LIN,2,2019,14X1053-0-0-179,,14X1053,,-179,(X010746-4C/SY OVATION),41,cbw,72,1.4,3.75,2,4.9,10.6,,,340.36,5.5,,M,60.76,1530,I01,19 F5-2,2210,1218,1853,3071,0.397,0.603
155,20,9,0,0,2211,1,12,19 F5-2 LIND,Lind,LIN,2,2019,14X1053-0-0-66,,14X1053,,-66,(X010746-4C/SY OVATION),45,cbw,85,1.1,3.36,3,5,10.5,,,363.22,5.5,,D,59.22,1920,H01,19 F5-2,2211,680,2391,3071,0.221,0.779
156,21,9,0,0,2212,1,103,19 F5-2 LIND,Lind,LIN,2,2019,14X1118-0-0-6,,14X1118,,-6,(WA8142/X20060121-0-37C),55,cbw,80,2,3.85,4,5.33,10,,,345.44,5.5,,M,58.45,1310,G01,19 F5-2,2212,647,2424,3071,0.211,0.789
157,22,9,0,0,2213,1,54,19 F5-2 LIND,Lind,LIN,2,2019,14X1053-0-0-153,,14X1053,,-153,(X010746-4C/SY OVATION),43,cbw,86,0.7,4.17,1,3.9,11.8,,,363.22,5.5,,M,61.98,2440,F01,19 F5-2,2213,851,2220,3071,0.277,0.723
158,23,9,0,0,2214,1,124,19 F5-2 LIND,Lind,LIN,2,2019,Pritchett,16 SOFT ELITE ADV DIS,4J071366-1,17 Soft Elite,,3J030235-1//Bruehl -1 -4,45,cbw,86,1.4,3.65,2,5.26,10.5,,,360.68,5.5,,D,60.22,2050,E01,19 F5-2,2214,1853,1218,3071,0.603,0.397
159,24,9,0,0,2215,1,7,19 F5-2 LIND,Lind,LIN,2,2019,14X1053-0-0-58,,14X1053,,-58,(X010746-4C/SY OVATION),43,cbw,102,1.4,4,3,4.93,11.2,,,350.52,5.5,,D,60.19,1580,D01,19 F5-2,2215,586,2485,3071,0.191,0.809
160,25,9,0,0,2216,1,101,19 F5-2 LIND,Lind,LIN,2,2019,14X1027-0-0-126,,14X1027,,-126,(Hyak/HS00162-25L-6),41,cbw,72,1.5,4.21,4,5.48,10.9,,,335.28,5.5,,M,60.41,1480,C01,19 F5-2,2216,1285,1786,3071,0.418,0.582
161,26,9,0,0,2217,1,118,19 F5-2 LIND,Lind,LIN,2,2019,SY Banks,,,,,,47,lbw,84,2.1,4.24,1,3.33,14.1,,,378.46,5.5,,M,59.69,2070,B01,19 F5-2,2217,1658,1413,3071,0.54,0.46
162,27,9,0,0,2218,1,11,19 F5-2 LIND,Lind,LIN,2,2019,14X1053-0-0-65,,14X1053,,-65,(X010746-4C/SY OVATION),47,cbw,95,2.4,3.79,2,5.02,10.5,,,373.38,5.5,,D,61.27,2080,A01,19 F5-2,2218,170,2901,3071,0.055,0.945
163,27,10,0,0,2219,1,2,19 F5-2 LIND,Lind,LIN,2,2019,14X1053-0-0-51,,14X1053,,-51,(X010746-4C/SY OVATION),41,cbw,85,1.2,3.99,3,4.92,11.2,,,365.76,5.5,,M,60.3,2020,A02,19 F5-2,2219,1273,1798,3071,0.415,0.585
164,26,10,0,0,2220,1,35,19 F5-2 LIND,Lind,LIN,2,2019,14X1053-0-0-111,,14X1053,,-111,(X010746-4C/SY OVATION),43,cbw,90,1.7,3.89,4,5.22,10.9,,,381,5.5,,D,60.32,2030,B02,19 F5-2,2220,1879,1192,3071,0.612,0.388
165,25,10,0,0,2221,1,113,19 F5-2 LIND,Lind,LIN,2,2019,ARS Crescent,,,,,Dusty//MDN sib/Dusty///WA7665/RULO,43,cbw,85,1,4.37,1,4.19,12.5,,,358.14,5.5,,M,61.73,2090,C02,19 F5-2,2221,1565,1506,3071,0.51,0.49
166,24,10,0,0,2222,1,36,19 F5-2 LIND,Lind,LIN,2,2019,14X1053-0-0-118,,14X1053,,-118,(X010746-4C/SY OVATION),47,cbw,92,1.8,3.85,2,4.57,10.6,,,358.14,5.5,,M,59.54,1960,D02,19 F5-2,2222,1852,1219,3071,0.603,0.397
167,23,10,0,0,2223,1,72,19 F5-2 LIND,Lind,LIN,2,2019,14X1027-0-0-8,,14X1027,,-8,(Hyak/HS00162-25L-6),45,cbw,95,4.5,4.4,3,4.77,10.6,,,365.76,5.5,,M,61.88,1880,E02,19 F5-2,2223,941,2130,3071,0.306,0.694
168,22,10,0,0,2224,1,58,19 F5-2 LIND,Lind,LIN,2,2019,14X1053-0-0-158,,14X1053,,-158,(X010746-4C/SY OVATION),45,cbw,90,1.2,3.67,4,5.21,10.6,,,368.3,5.5,,M,58.71,2420,F02,19 F5-2,2224,1221,1850,3071,0.398,0.602
169,21,10,0,0,2225,1,124,19 F5-2 LIND,Lind,LIN,2,2019,Pritchett,16 SOFT ELITE ADV DIS,4J071366-1,17 Soft Elite,,3J030235-1//Bruehl -1 -4,45,cbw,85,1.1,4.26,1,4.33,12.9,,,340.36,5.5,,M,61.08,2130,G02,19 F5-2,2225,1805,1266,3071,0.588,0.412
170,20,10,0,0,2226,1,10,19 F5-2 LIND,Lind,LIN,2,2019,14X1053-0-0-63,,14X1053,,-63,(X010746-4C/SY OVATION),45,cbw,95,1.5,3.53,2,4.6,10.4,,,378.46,5.5,,M,58.27,2510,H02,19 F5-2,2226,394,2677,3071,0.128,0.872
171,19,10,0,0,2227,1,43,19 F5-2 LIND,Lind,LIN,2,2019,14X1053-0-0-133,,14X1053,,-133,(X010746-4C/SY OVATION),43,cbw,75,2.4,3.59,3,5.21,10.3,,,342.9,5.5,,D,60.06,1540,I02,19 F5-2,2227,1247,1824,3071,0.406,0.594
172,18,10,0,0,2228,1,116,19 F5-2 LIND,Lind,LIN,2,2019,LCS-HULK,,,,,,47,lbw,85,4.3,4.4,4,5.84,11.6,,,360.68,5.5,,M,59.63,1880,J02,19 F5-2,2228,772,2299,3071,0.251,0.749
173,17,10,0,0,2229,1,110,19 F5-2 LIND,Lind,LIN,2,2019,14X1118-0-0-21,,14X1118,,-21,(WA8142/X20060121-0-37C),47,cbw,78,1.3,4.44,1,4.43,12.5,,,373.38,5.5,,M,59.43,1570,K02,19 F5-2,2229,987,2084,3071,0.321,0.679
174,16,10,0,0,2230,1,3,19 F5-2 LIND,Lind,LIN,2,2019,14X1053-0-0-52,,14X1053,,-52,(X010746-4C/SY OVATION),43,cbw,92,1.7,3.62,2,5.17,10.5,,,350.52,5.5,,D,59.71,1700,L02,19 F5-2,2230,1747,1324,3071,0.569,0.431
